,Volcano Name,Eruption Type,Max. VEI,Country,Volcanic_Region,Volcano_type,Latitude,Longitude,Summit,Year
6274,Izalco,Confirmed Eruption,2,El Salvador,México and Central America,Stratovolcano,13.813°N,89.633°W,1950,1798
6275,San Miguel,Uncertain Eruption,2,El Salvador,México and Central America,Stratovolcano,13.434°N,88.269°W,2130,1798
6276,Villarrica,Confirmed Eruption,2,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847,1798
6277,Soufriere Guadeloupe,Confirmed Eruption,2,France,West Indies,Stratovolcano,16.044°N,61.664°W,1467,1797
6278,Wolf,Confirmed Eruption,0,Ecuador,South America,Shield,0.02°N,91.35°W,1710,1797
6279,Quilotoa,Uncertain Eruption,0,Ecuador,South America,Caldera,0.85°S,78.9°W,3914,1797
6280,Reventador,Confirmed Eruption,3,Ecuador,South America,Stratovolcano,0.077°S,77.656°W,3562,1797
6281,Askja,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,Stratovolcano,65.033°N,16.783°W,1080,1797
6282,Bardarbunga,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,Stratovolcano,64.633°N,17.516°W,2000,1797
6283,Aira,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,31.593°N,130.657°E,1117,1797
6284,Merbabu,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.454°S,110.44°E,3118,1797
6285,Merapi,Confirmed Eruption,1,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910,1797
6286,Hunter Island,Uncertain Eruption,0,France,Melanesia and Australia,Stratovolcano,22.4°S,172.05°E,297,1797
6287,Tinakula,Confirmed Eruption,1,Solomon Islands,Melanesia and Australia,Stratovolcano,10.386°S,165.804°E,796,1797
6288,"Fournaise, Piton de la",Confirmed Eruption,0,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1797
6289,San Martin,Uncertain Eruption,2,Mexico,México and Central America,Shield,18.57°N,95.2°W,1650,1797
6290,Galeras,Confirmed Eruption,2,Colombia,South America,Complex,1.22°N,77.37°W,4276,1796
6291,Io-Torishima,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Complex,27.881°N,128.223°E,212,1796
6292,Grimsvotn,Discredited Eruption,0,Iceland,Iceland and Arctic Ocean,Caldera,64.416°N,17.316°W,1719,1796
6293,Bogoslof,Confirmed Eruption,3,United States,Alaska,Submarine,53.93°N,168.03°W,150,1796
6294,Zaozan [Zaosan],Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Complex,38.144°N,140.44°E,1841,1796
6295,Vesuvius,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,Stratovolcano,40.821°N,14.426°E,1281,1796
6296,Ijen,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,8.058°S,114.242°E,2769,1796
6297,Amak,Confirmed Eruption,0,United States,Alaska,Stratovolcano,55.424°N,163.149°W,488,1796
6298,Westdahl,Confirmed Eruption,0,United States,Alaska,Stratovolcano?,54.516°N,164.65°W,1563,1796
6299,Barren Island,Confirmed Eruption,2,India,Indonesia,Stratovolcano,12.278°N,93.858°E,354,1795
6300,Colima,Confirmed Eruption,2,Mexico,México and Central America,Stratovolcano,19.514°N,103.62°W,3850,1795
6301,Westdahl,Confirmed Eruption,4,United States,Alaska,Stratovolcano?,54.516°N,164.65°W,1563,1795
6302,Fisher,Confirmed Eruption,0,United States,Alaska,Stratovolcano,54.65°N,164.43°W,1112,1795
6303,Isanotski,Uncertain Eruption,3,United States,Alaska,Stratovolcano,54.765°N,163.723°W,2446,1795
6304,"Fournaise, Piton de la",Confirmed Eruption,0,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1795
6305,Zaozan [Zaosan],Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Complex,38.144°N,140.44°E,1841,1794
6306,Colima,Confirmed Eruption,2,Mexico,México and Central America,Stratovolcano,19.514°N,103.62°W,3850,1794
6307,Grimsvotn,Uncertain Eruption,0,Iceland,Iceland and Arctic Ocean,Caldera,64.416°N,17.316°W,1719,1794
6308,San Martin,Confirmed Eruption,2,Mexico,México and Central America,Shield,18.57°N,95.2°W,1650,1794
6309,Iwakisan,Uncertain Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,40.656°N,140.303°E,1625,1794
6310,"Fournaise, Piton de la",Confirmed Eruption,0,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1794
6311,Aira,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,31.593°N,130.657°E,1117,1794
6312,Bardarbunga,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,Stratovolcano,64.633°N,17.516°W,2000,1794
6313,Ritter Island,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,Stratovolcano,5.519°S,148.115°E,75,1793
6314,Hierro,Uncertain Eruption,0,Spain,Atlantic Ocean,Shield,27.73°N,18.03°W,1500,1793
6315,Iwakisan,Uncertain Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,40.656°N,140.303°E,1625,1793
6316,Izalco,Confirmed Eruption,2,El Salvador,México and Central America,Stratovolcano,13.813°N,89.633°W,1950,1793
6317,San Martin,Confirmed Eruption,4,Mexico,México and Central America,Shield,18.57°N,95.2°W,1650,1793
6318,Iliamna,Uncertain Eruption,0,United States,Alaska,Stratovolcano,60.032°N,153.09°W,3053,1793
6319,Tolbachik,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Shield,55.832°N,160.326°E,3611,1793
6320,Ebeko,Confirmed Eruption,2,Russia,Kuril Islands,Stratovolcano,50.686°N,156.014°E,1103,1793
6321,St. Paul,Confirmed Eruption,2,France,Middle East and Indian Ocean,Stratovolcano,38.72°S,77.53°E,268,1793
6322,Etna,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1793
6323,Raung,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,8.119°S,114.056°E,3260,1793
6324,"Fournaise, Piton de la",Confirmed Eruption,0,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1792
6325,Baker,Uncertain Eruption,0,United States,Canada and Western USA,Stratovolcano,48.777°N,121.813°W,3285,1792
6326,Great Sitkin,Confirmed Eruption,0,United States,Alaska,Stratovolcano,52.076°N,176.13°W,1740,1792
6327,Etna,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1792
6328,Etna,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1792
6329,Makushin,Uncertain Eruption,0,United States,Alaska,Stratovolcano,53.891°N,166.923°W,1800,1792
6330,Unzendake,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Complex,32.761°N,130.299°E,1483,1792
6331,Pelee,Confirmed Eruption,1,France,West Indies,Stratovolcano,14.809°N,61.165°W,1394,1792
6332,Calbuco,Confirmed Eruption,0,Chile,South America,Stratovolcano,41.33°S,72.618°W,1974,1792
6333,Aira,Uncertain Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,31.593°N,130.657°E,1117,1792
6334,Tofua,Confirmed Eruption,0,Tonga,New Zealand to Fiji,Caldera,19.75°S,175.07°W,515,1792
6335,Gareloi,Confirmed Eruption,2,United States,Alaska,Stratovolcano,51.79°N,178.794°W,1573,1792
6336,Semisopochnoi,Uncertain Eruption,0,United States,Alaska,Stratovolcano,51.93°N,179.58°E,1221,1792
6337,Izu-Oshima,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,34.724°N,139.394°E,746,1792
6338,Aira,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,31.593°N,130.657°E,1117,1791
6339,Klyuchevskoy,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754,1791
6340,Tanaga,Uncertain Eruption,0,United States,Alaska,Stratovolcano,51.885°N,178.146°W,1806,1791
6341,"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1791
6342,Rabaul,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,4.271°S,152.203°E,688,1791
6343,Klyuchevskoy,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754,1791
6344,Etna,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1791
6345,Telica,Confirmed Eruption,0,Nicaragua,México and Central America,Stratovolcano,12.606°N,86.84°W,1036,1791
6346,Fonualei,Confirmed Eruption,2,Tonga,New Zealand to Fiji,Stratovolcano,18.023°S,174.317°W,188,1791
6347,Merapi,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910,1791
6348,Gareloi,Confirmed Eruption,2,United States,Alaska,Stratovolcano,51.79°N,178.794°W,1573,1791
6349,Kilauea,Confirmed Eruption,4,United States,Hawaii and Pacific Ocean,Shield,19.421°N,155.287°W,1222,1790
6350,Iwakisan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,40.656°N,140.303°E,1625,1790
6351,Aira,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,31.593°N,130.657°E,1117,1790
6352,Makushin,Uncertain Eruption,0,United States,Alaska,Stratovolcano,53.891°N,166.923°W,1800,1790
6353,Vsevidof,Uncertain Eruption,0,United States,Alaska,Stratovolcano,53.13°N,168.693°W,2149,1790
6354,Osorno,Confirmed Eruption,2,Chile,South America,Stratovolcano,41.105°S,72.496°W,2659,1790
6355,Villarrica,Confirmed Eruption,1,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847,1790
6356,Oshima-Oshima,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,41.51°N,139.367°E,732,1790
6357,Chirpoi,Confirmed Eruption,0,Russia,Kuril Islands,Caldera,46.532°N,150.871°E,742,1790
6358,Alaid,Confirmed Eruption,4,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285,1790
6359,Pavlof,Confirmed Eruption,2,United States,Alaska,Stratovolcano,55.417°N,161.894°W,2493,1790
6360,Shishaldin,Uncertain Eruption,0,United States,Alaska,Stratovolcano,54.756°N,163.97°W,2857,1790
6361,Akutan,Uncertain Eruption,0,United States,Alaska,Stratovolcano,54.134°N,165.986°W,1303,1790
6362,Gareloi,Confirmed Eruption,2,United States,Alaska,Stratovolcano,51.79°N,178.794°W,1573,1790
6363,Semisopochnoi,Uncertain Eruption,0,United States,Alaska,Stratovolcano,51.93°N,179.58°E,1221,1790
6364,Kanaga,Discredited Eruption,0,United States,Alaska,Stratovolcano,51.923°N,177.168°W,1307,1790
6365,Tolbachik,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Shield,55.832°N,160.326°E,3611,1790
6366,Kilauea,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,Shield,19.421°N,155.287°W,1222,1790
6367,Mono Lake Volcanic Field,Confirmed Eruption,0,United States,Canada and Western USA,Pyroclastic cone,38°N,119.03°W,2121,1790
6368,Taal,Confirmed Eruption,2,Philippines,Philippines and SE Asia,Caldera,14.002°N,120.993°E,311,1790
6369,Late,Confirmed Eruption,2,Tonga,New Zealand to Fiji,Stratovolcano,18.806°S,174.65°W,540,1790
6370,Mahawu,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,1.352°N,124.865°E,1299,1789
6371,Klyuchevskoy,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754,1789
6372,"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1789
6373,Barren Island,Confirmed Eruption,2,India,Indonesia,Stratovolcano,12.278°N,93.858°E,354,1789
6374,Tolbachik,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Shield,55.832°N,160.326°E,3611,1789
6375,Avachinsky,Uncertain Eruption,0,Russia,Kamchatka and Mainland Asia,Stratovolcano,53.256°N,158.836°E,2717,1789
6376,Izu-Oshima,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,34.724°N,139.394°E,746,1789
6377,Klyuchevskoy,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754,1788
6378,Klyuchevskoy,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754,1788
6379,Tolbachik,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Shield,55.832°N,160.326°E,3611,1788
6380,Mahawu,Confirmed Eruption,0,Indonesia,Indonesia,Stratovolcano,1.352°N,124.865°E,1299,1788
6381,Maipo,Uncertain Eruption,0,Chile-Argentina,South America,Caldera,34.164°S,69.832°W,5323,1788
6382,San Miguel,Confirmed Eruption,2,El Salvador,México and Central America,Stratovolcano,13.434°N,88.269°W,2130,1787
6383,Klyuchevskoy,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754,1787
6384,"Misti, El",Confirmed Eruption,1,Peru,South America,Stratovolcano,16.294°S,71.409°W,5822,1787
6385,"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1787
6386,Etna,Confirmed Eruption,4,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1787
6387,Barren Island,Confirmed Eruption,2,India,Indonesia,Stratovolcano,12.278°N,93.858°E,354,1787
6388,Osorezan,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",Stratovolcano,41.279°N,141.12°E,878,1787
6389,Bandaisan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,37.601°N,140.072°E,1816,1787
6390,Villarrica,Confirmed Eruption,2,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847,1787
6391,Tutupaca,Confirmed Eruption,2,Peru,South America,Stratovolcano,17.026°S,70.372°W,5801,1787
6392,Merapi,Confirmed Eruption,1,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910,1786
6393,"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1786
6394,Amukta,Confirmed Eruption,3,United States,Alaska,Stratovolcano,52.5°N,171.252°W,1066,1786
6395,Seguam,Confirmed Eruption,0,United States,Alaska,Stratovolcano,52.315°N,172.51°W,1054,1786
6396,Iliamna,Uncertain Eruption,0,United States,Alaska,Stratovolcano,60.032°N,153.09°W,3053,1786
6397,Shasta,Discredited Eruption,0,United States,Canada and Western USA,Stratovolcano,41.409°N,122.193°W,4317,1786
6398,Oshima-Oshima,Uncertain Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,41.51°N,139.367°E,732,1786
6399,Asuncion,Discredited Eruption,0,United States,"Japan, Taiwan, Marianas",Stratovolcano,19.671°N,145.406°E,857,1786
6400,Vulcano,Uncertain Eruption,3,Italy,Mediterranean and Western Asia,Stratovolcano,38.404°N,14.962°E,500,1786
6401,Dieng Volcanic Complex,Confirmed Eruption,2,Indonesia,Indonesia,Complex,7.2°S,109.879°E,2565,1786
6402,Soputan,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,1.112°N,124.737°E,1785,1785
6403,Aira,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,31.593°N,130.657°E,1117,1785
6404,Klyuchevskoy,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754,1785
6405,Cayambe,Confirmed Eruption,2,Ecuador,South America,Compound,0.029°N,77.986°W,5790,1785
6406,Fogo,Confirmed Eruption,2,Cape Verde,Atlantic Ocean,Stratovolcano,14.95°N,24.35°W,2829,1785
6407,Almolonga,Discredited Eruption,0,Guatemala,México and Central America,Stratovolcano,14.797°N,91.519°W,3173,1785
6408,Kueishantao,Confirmed Eruption,0,Taiwan,"Japan, Taiwan, Marianas",Stratovolcano,24.841°N,121.953°E,361,1785
6409,Kelud,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.935°S,112.314°E,1730,1785
6410,"Misti, El",Confirmed Eruption,2,Peru,South America,Stratovolcano,16.294°S,71.409°W,5822,1784
6411,Sabancaya,Confirmed Eruption,0,Peru,South America,Stratovolcano,15.787°S,71.857°W,5960,1784
6412,Wrangell,Uncertain Eruption,2,United States,Alaska,Shield,62.006°N,144.017°W,4278,1784
6413,Soufriere St. Vincent,Confirmed Eruption,0,Saint Vincent and the Grenadines,West Indies,Stratovolcano,13.33°N,61.18°W,1220,1784
6414,Hokkaido-Komagatake,Uncertain Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,42.063°N,140.677°E,1131,1784
6415,Hualalai,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,Shield,19.692°N,155.87°W,2523,1784
6416,Great Sitkin,Uncertain Eruption,0,United States,Alaska,Stratovolcano,52.076°N,176.13°W,1740,1784
6417,Vsevidof,Uncertain Eruption,0,United States,Alaska,Stratovolcano,53.13°N,168.693°W,2149,1784
6418,"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1784
6419,Ubinas,Confirmed Eruption,2,Peru,South America,Stratovolcano,16.355°S,70.903°W,5672,1784
6420,Iwakisan,Uncertain Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,40.656°N,140.303°E,1625,1783
6421,Aira,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",Caldera,31.593°N,130.657°E,1117,1783
6422,Vesuvius,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,Stratovolcano,40.821°N,14.426°E,1281,1783
6423,Izalco,Confirmed Eruption,0,El Salvador,México and Central America,Stratovolcano,13.813°N,89.633°W,1950,1783
6424,Asamayama,Confirmed Eruption,4,Japan,"Japan, Taiwan, Marianas",Complex,36.406°N,138.523°E,2568,1783
6425,Reykjanes,Confirmed Eruption,3,Iceland,Iceland and Arctic Ocean,Crater rows,63.817°N,22.717°W,140,1783
6426,Grimsvotn,Confirmed Eruption,4,Iceland,Iceland and Arctic Ocean,Caldera,64.416°N,17.316°W,1719,1783
6427,Kolbeinsey Ridge,Discredited Eruption,0,Iceland,Iceland and Arctic Ocean,Submarine,66.67°N,18.5°W,5,1783
6428,Izu-Oshima,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,34.724°N,139.394°E,746,1783
6429,Kurikomayama,Uncertain Eruption,0,Japan,"Japan, Taiwan, Marianas",Stratovolcano,38.961°N,140.788°E,1627,1783
6430,Kanaga,Confirmed Eruption,0,United States,Alaska,Stratovolcano,51.923°N,177.168°W,1307,1783
6431,Ararat,Uncertain Eruption,0,Turkey,Mediterranean and Western Asia,Stratovolcano,39.7°N,44.3°E,5165,1783
6432,Iwakisan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,40.656°N,140.303°E,1625,1782
6433,Iwakisan,Uncertain Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,40.656°N,140.303°E,1625,1782
6434,Aira,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,31.593°N,130.657°E,1117,1782
6435,Hood,Confirmed Eruption,0,United States,Canada and Western USA,Stratovolcano,45.374°N,121.695°W,3426,1781
6436,Etna,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1781
6437,Lateiki,Confirmed Eruption,2,Tonga,New Zealand to Fiji,Submarine,19.18°S,174.87°W,43,1781
6438,Fonuafo'ou,Uncertain Eruption,0,Tonga,New Zealand to Fiji,Submarine,20.32°S,175.42°W,-17,1781
6439,Gamalama,Uncertain Eruption,0,Indonesia,Indonesia,Stratovolcano,0.8°N,127.33°E,1715,1781
6440,Asosan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592,1781
6441,Tungurahua,Uncertain Eruption,2,Ecuador,South America,Stratovolcano,1.467°S,78.442°W,5023,1781
6442,Colima,Confirmed Eruption,2,Mexico,México and Central America,Stratovolcano,19.514°N,103.62°W,3850,1780
6443,Aogashima,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",Stratovolcano,32.458°N,139.759°E,423,1780
6444,Etna,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1780
6445,Vulcano,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,Stratovolcano,38.404°N,14.962°E,500,1780
6446,Fonualei,Uncertain Eruption,0,Tonga,New Zealand to Fiji,Stratovolcano,18.023°S,174.317°W,188,1780
6447,Guntur,Confirmed Eruption,2,Indonesia,Indonesia,Complex,7.143°S,107.84°E,2249,1780
6448,Salak,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,6.72°S,106.73°E,2211,1780
6449,Kita-Ioto,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",Stratovolcano,25.424°N,141.284°E,792,1780
6450,Kolokol Group,Confirmed Eruption,2,Russia,Kuril Islands,Stratovolcano,46.042°N,150.083°E,1328,1780
6451,Akan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Caldera,43.384°N,144.013°E,1499,1780
6452,Villarrica,Confirmed Eruption,1,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847,1780
6453,Tutupaca,Uncertain Eruption,2,Peru,South America,Stratovolcano,17.026°S,70.372°W,5801,1780
6454,Aira,Confirmed Eruption,4,Japan,"Japan, Taiwan, Marianas",Caldera,31.593°N,130.657°E,1117,1779
6455,Asamayama,Uncertain Eruption,0,Japan,"Japan, Taiwan, Marianas",Complex,36.406°N,138.523°E,2568,1779
6456,Avachinsky,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,Stratovolcano,53.256°N,158.836°E,2717,1779
6457,Moyorodake [Medvezhia],Confirmed Eruption,2,Japan - administered by Russia,Kuril Islands,Stratovolcano,45.389°N,148.838°E,1124,1778
6458,Raikoke,Confirmed Eruption,4,Russia,Kuril Islands,Stratovolcano,48.292°N,153.25°E,551,1778
6459,Redoubt,Discredited Eruption,0,United States,Alaska,Stratovolcano,60.485°N,152.742°W,3108,1778
6460,Iliamna,Confirmed Eruption,0,United States,Alaska,Stratovolcano,60.032°N,153.09°W,3053,1778
6461,Banda Api,Confirmed Eruption,2,Indonesia,Indonesia,Caldera,4.523°S,129.881°E,596,1778
6462,Izu-Oshima,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",Stratovolcano,34.724°N,139.394°E,746,1777
6463,Asamayama,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Complex,36.406°N,138.523°E,2568,1777
6464,Guntur,Confirmed Eruption,2,Indonesia,Indonesia,Complex,7.143°S,107.84°E,2249,1777
6465,Villarrica,Confirmed Eruption,1,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847,1777
6466,Tungurahua,Uncertain Eruption,2,Ecuador,South America,Stratovolcano,1.467°S,78.442°W,5023,1777
6467,Opala,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Caldera,52.543°N,157.339°E,2439,1776
6468,Zhupanovsky,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Compound,53.589°N,159.15°E,2899,1776
6469,Asamayama,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Complex,36.406°N,138.523°E,2568,1776
6470,Tungurahua,Confirmed Eruption,2,Ecuador,South America,Stratovolcano,1.467°S,78.442°W,5023,1776
6471,Wudalianchi,Confirmed Eruption,2,China,Kamchatka and Mainland Asia,Volcanic field,48.722°N,126.15°E,597,1776
6472,Little Sitkin,Confirmed Eruption,1,United States,Alaska,Stratovolcano,51.95°N,178.543°E,1174,1776
6473,Dieng Volcanic Complex,Uncertain Eruption,0,Indonesia,Indonesia,Complex,7.2°S,109.879°E,2565,1776
6474,Kelud,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.935°S,112.314°E,1730,1776
6475,Etna,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1776
6476,"Fournaise, Piton de la",Confirmed Eruption,0,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1776
6477,Gamalama,Confirmed Eruption,3,Indonesia,Indonesia,Stratovolcano,0.8°N,127.33°E,1715,1775
6478,Pacaya,Confirmed Eruption,3,Guatemala,México and Central America,Complex,14.382°N,90.601°W,2569,1775
6479,Ciremai,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,6.895°S,108.408°E,3039,1775
6480,Tengger Caldera,Uncertain Eruption,0,Indonesia,Indonesia,Stratovolcano,7.942°S,112.95°E,2329,1775
6481,Banda Api,Confirmed Eruption,2,Indonesia,Indonesia,Caldera,4.523°S,129.881°E,596,1775
6482,Lokon-Empung,Confirmed Eruption,3,Indonesia,Indonesia,Stratovolcano,1.358°N,124.792°E,1580,1775
6483,"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1775
6484,Tullu Moye,Confirmed Eruption,0,Ethiopia,Africa and Red Sea,Pyroclastic cone,8.159°N,39.137°E,2343,1775
6485,Vulcano,Uncertain Eruption,0,Italy,Mediterranean and Western Asia,Stratovolcano,38.404°N,14.962°E,500,1775
6486,Shishaldin,Uncertain Eruption,0,United States,Alaska,Stratovolcano,54.756°N,163.97°W,2857,1775
6487,Asuncion,Uncertain Eruption,2,United States,"Japan, Taiwan, Marianas",Stratovolcano,19.671°N,145.406°E,857,1775
6488,Masaya,Discredited Eruption,0,Nicaragua,México and Central America,Caldera,11.985°N,86.165°W,594,1775
6489,Irazu,Confirmed Eruption,2,Costa Rica,México and Central America,Stratovolcano,9.979°N,83.852°W,3432,1775
6490,Villarrica,Uncertain Eruption,2,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847,1775
6491,Michinmahuida,Uncertain Eruption,2,Chile,South America,Stratovolcano,42.799°S,72.445°W,2452,1775
6492,Carlisle,Confirmed Eruption,0,United States,Alaska,Stratovolcano,52.894°N,170.054°W,1620,1774
6493,"Fournaise, Piton de la",Confirmed Eruption,0,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1774
6494,Yasur,Confirmed Eruption,3,Vanuatu,Melanesia and Australia,Stratovolcano,19.532°S,169.447°E,361,1774
6495,Ambrym,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,Pyroclastic shield,16.25°S,168.12°E,1334,1774
6496,Tofua,Confirmed Eruption,2,Tonga,New Zealand to Fiji,Caldera,19.75°S,175.07°W,515,1774
6497,Grimsvotn,Confirmed Eruption,2,Iceland,Iceland and Arctic Ocean,Caldera,64.416°N,17.316°W,1719,1774
6498,Moti,Discredited Eruption,0,Indonesia,Indonesia,Stratovolcano,0.454°N,127.411°E,927,1774
6499,Gamalama,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,0.8°N,127.33°E,1715,1773
6500,Unnamed,Confirmed Eruption,0,Philippines,Philippines and SE Asia,Submarine,20.33°N,121.75°E,-24,1773
6501,Didicas,Confirmed Eruption,1,Philippines,Philippines and SE Asia,Compound,19.077°N,122.202°E,228,1773
6502,Banda Api,Confirmed Eruption,2,Indonesia,Indonesia,Caldera,4.523°S,129.881°E,596,1773
6503,Tungurahua,Confirmed Eruption,3,Ecuador,South America,Stratovolcano,1.467°S,78.442°W,5023,1773
