Volcano Name,Eruption Type,Start Date,Max. VEI,Country,Volcanic_Region,Volcano_type,Latitude,Longitude,Summit
Campi Flegrei,Confirmed Eruption,2220 BCE,--,Italy,Mediterranean and Western Asia,Caldera,40.827°N,14.139°E,458
Redoubt,Confirmed Eruption,2230 BCE,--,United States,Alaska,Stratovolcano,60.485°N,152.742°W,3108
"Misti, El",Confirmed Eruption,2230 BCE,--,Peru,South America,Stratovolcano,16.294°S,71.409°W,5822
Chichinautzin,Confirmed Eruption,2238 BCE,3,Mexico,México and Central America,Volcanic field,19.08°N,99.13°W,3930
Shisheika,Confirmed Eruption,2240 BCE,--,Russia,Kamchatka and Mainland Asia,Lava dome,57.153°N,161.09°E,355
Villarrica,Confirmed Eruption,2240 BCE,--,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847
Machin,Confirmed Eruption,2240 BCE,--,Colombia,South America,Stratovolcano,4.487°N,75.389°W,2749
Cotopaxi,Confirmed Eruption,2250 BCE,--,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911
Arenal,Confirmed Eruption,2250 BCE,4,Costa Rica,México and Central America,Stratovolcano,10.463°N,84.703°W,1670
"Hudson, Cerro",Confirmed Eruption,2250 BCE,--,Chile,South America,Stratovolcano,45.9°S,72.97°W,1905
Katla,Confirmed Eruption,2250 BCE,--,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490
Tenerife,Confirmed Eruption,2250 BCE,--,Spain,Atlantic Ocean,Stratovolcano,28.271°N,16.641°W,3715
Mauna Loa,Confirmed Eruption,2250 BCE,0,United States,Hawaii and Pacific Ocean,Shield,19.475°N,155.608°W,4170
Gorely,Confirmed Eruption,2250 BCE,2,Russia,Kamchatka and Mainland Asia,Caldera,52.559°N,158.03°E,1799
Diky Greben,Confirmed Eruption,2250 BCE,--,Russia,Kamchatka and Mainland Asia,Lava dome(s),51.452°N,156.978°E,1040
Karymsky,Confirmed Eruption,2250 BCE,4,Russia,Kamchatka and Mainland Asia,Stratovolcano,54.049°N,159.443°E,1513
Krasheninnikov,Confirmed Eruption,2250 BCE,--,Russia,Kamchatka and Mainland Asia,Caldera,54.596°N,160.27°E,1816
Maly Semyachik,Confirmed Eruption,2250 BCE,--,Russia,Kamchatka and Mainland Asia,Caldera,54.135°N,159.674°E,1527
Hakkodasan,Confirmed Eruption,2250 BCE,3,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),40.659°N,140.877°E,1585
Galunggung,Confirmed Eruption,2250 BCE,5,Indonesia,Indonesia,Stratovolcano,7.25°S,108.058°E,2168
Chyulu Hills,Confirmed Eruption,2250 BCE,--,Kenya,Africa and Red Sea,Volcanic field,2.68°S,37.88°E,2188
Escanaba Segment,Confirmed Eruption,2260 BCE,0,Undersea Features,Hawaii and Pacific Ocean,Submarine,40.98°N,127.5°W,-1700
Haleakala,Confirmed Eruption,2260 BCE,--,United States,Hawaii and Pacific Ocean,Shield,20.708°N,156.25°W,3055
Raususan [Mendeleev],Confirmed Eruption,2270 BCE,--,Japan - administered by Russia,Kuril Islands,Stratovolcano,43.979°N,145.733°E,882
Snaefellsjokull,Confirmed Eruption,2270 BCE,0,Iceland,Iceland and Arctic Ocean,Stratovolcano,64.8°N,23.783°W,1446
Pelee,Confirmed Eruption,2280 BCE,--,France,West Indies,Stratovolcano,14.809°N,61.165°W,1394
Tenerife,Confirmed Eruption,2300 BCE,--,Spain,Atlantic Ocean,Stratovolcano,28.271°N,16.641°W,3715
Fremrinamar,Confirmed Eruption,2300 BCE,0,Iceland,Iceland and Arctic Ocean,Stratovolcano,65.416°N,16.666°W,970
Avachinsky,Confirmed Eruption,2300 BCE,--,Russia,Kamchatka and Mainland Asia,Stratovolcano,53.256°N,158.836°E,2717
Zaozan [Zaosan],Confirmed Eruption,2300 BCE,--,Japan,"Japan, Taiwan, Marianas",Complex,38.144°N,140.44°E,1841
"Orizaba, Pico de",Confirmed Eruption,2300 BCE,4,Mexico,México and Central America,Stratovolcano,19.03°N,97.27°W,5564
Kanaga,Confirmed Eruption,2300 BCE,--,United States,Alaska,Stratovolcano,51.923°N,177.168°W,1307
"Blanco, Cerro",Confirmed Eruption,2300 BCE,7,Argentina,South America,Caldera,26.789°S,67.765°W,4670
Soufriere St. Vincent,Confirmed Eruption,2310 BCE,--,Saint Vincent and the Grenadines,West Indies,Stratovolcano,13.33°N,61.18°W,1220
Hekla,Confirmed Eruption,2310 BCE,5,Iceland,Iceland and Arctic Ocean,Stratovolcano,63.983°N,19.666°W,1490
"Burney, Monte",Confirmed Eruption,2320 BCE,5,Chile,South America,Stratovolcano,52.33°S,73.4°W,1758
Campi Flegrei,Confirmed Eruption,2330 BCE,3,Italy,Mediterranean and Western Asia,Caldera,40.827°N,14.139°E,458
Etna,Confirmed Eruption,2330 BCE,--,Italy,Mediterranean and Western Asia,Stratovolcano(es),37.748°N,14.999°E,3320
St. Helens,Confirmed Eruption,2340 BCE,5,United States,Canada and Western USA,Stratovolcano,46.2°N,122.18°W,2549
Mauna Loa,Confirmed Eruption,2350 BCE,0,United States,Hawaii and Pacific Ocean,Shield,19.475°N,155.608°W,4170
Redoubt,Confirmed Eruption,2350 BCE,--,United States,Alaska,Stratovolcano,60.485°N,152.742°W,3108
Karymsky,Confirmed Eruption,2350 BCE,3,Russia,Kamchatka and Mainland Asia,Stratovolcano,54.049°N,159.443°E,1513
Ischia,Confirmed Eruption,2350 BCE,--,Italy,Mediterranean and Western Asia,Complex,40.73°N,13.897°E,789
Asosan,Confirmed Eruption,2350 BCE,--,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592
Pelee,Confirmed Eruption,2360 BCE,--,France,West Indies,Stratovolcano,14.809°N,61.165°W,1394
Acigol-Nevsehir,Confirmed Eruption,2370 BCE,--,Turkey,Mediterranean and Western Asia,Caldera,38.537°N,34.621°E,1683
Popocatepetl,Confirmed Eruption,2370 BCE,--,Mexico,México and Central America,Stratovolcano(es),19.023°N,98.622°W,5393
Colima,Confirmed Eruption,2370 BCE,4,Mexico,México and Central America,Stratovolcano(es),19.514°N,103.62°W,3850
Soufriere St. Vincent,Confirmed Eruption,2380 BCE,--,Saint Vincent and the Grenadines,West Indies,Stratovolcano,13.33°N,61.18°W,1220
Snaefellsjokull,Confirmed Eruption,2400 BCE,2,Iceland,Iceland and Arctic Ocean,Stratovolcano,64.8°N,23.783°W,1446
Taapaca,Confirmed Eruption,2400 BCE,--,Chile,South America,Complex,18.1°S,69.5°W,5860
Taranaki,Confirmed Eruption,2400 BCE,--,New Zealand,New Zealand to Fiji,Stratovolcano,39.3°S,174.07°E,2518
Vesuvius,Confirmed Eruption,2420 BCE,5,Italy,Mediterranean and Western Asia,Stratovolcano,40.821°N,14.426°E,1281
Katla,Confirmed Eruption,2420 BCE,--,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490
Pelee,Confirmed Eruption,2430 BCE,4,France,West Indies,Stratovolcano,14.809°N,61.165°W,1394
Campi Flegrei,Confirmed Eruption,2440 BCE,--,Italy,Mediterranean and Western Asia,Caldera,40.827°N,14.139°E,458
Hualalai,Confirmed Eruption,2440 BCE,0,United States,Hawaii and Pacific Ocean,Shield,19.692°N,155.87°W,2523
Kujusan,Confirmed Eruption,2440 BCE,4,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),33.086°N,131.249°E,1791
Fujisan,Confirmed Eruption,2450 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,35.361°N,138.728°E,3776
Hachijojima,Confirmed Eruption,2450 BCE,4,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),33.137°N,139.766°E,854
Maly Semyachik,Confirmed Eruption,2450 BCE,--,Russia,Kamchatka and Mainland Asia,Caldera,54.135°N,159.674°E,1527
Gorely,Confirmed Eruption,2450 BCE,3,Russia,Kamchatka and Mainland Asia,Caldera,52.559°N,158.03°E,1799
Ararat,Confirmed Eruption,2450 BCE,--,Turkey,Mediterranean and Western Asia,Stratovolcano,39.7°N,44.3°E,5165
Taranaki,Confirmed Eruption,2450 BCE,--,New Zealand,New Zealand to Fiji,Stratovolcano,39.3°S,174.07°E,2518
Kikai,Confirmed Eruption,2450 BCE,--,Japan,"Japan, Taiwan, Marianas",Caldera,30.793°N,130.305°E,704
Aliso,Confirmed Eruption,2450 BCE,--,Ecuador,South America,Stratovolcano,0.53°S,78°W,4267
Hekla,Confirmed Eruption,2450 BCE,--,Iceland,Iceland and Arctic Ocean,Stratovolcano,63.983°N,19.666°W,1490
Pelee,Confirmed Eruption,2460 BCE,--,France,West Indies,Stratovolcano,14.809°N,61.165°W,1394
Soufriere Hills,Confirmed Eruption,2460 BCE,--,United Kingdom,West Indies,Stratovolcano,16.72°N,62.18°W,915
Mauna Kea,Confirmed Eruption,2460 BCE,--,United States,Hawaii and Pacific Ocean,Shield,19.82°N,155.47°W,4205
Haleakala,Confirmed Eruption,2470 BCE,--,United States,Hawaii and Pacific Ocean,Shield,20.708°N,156.25°W,3055
Katla,Confirmed Eruption,2480 BCE,--,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490
Atacazo,Confirmed Eruption,2490 BCE,5,Ecuador,South America,Stratovolcano,0.353°S,78.617°W,4463
Sheveluch,Confirmed Eruption,2490 BCE,3,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.653°N,161.36°E,3283
"Orizaba, Pico de",Confirmed Eruption,2500 BCE,3,Mexico,México and Central America,Stratovolcano,19.03°N,97.27°W,5564
Avachinsky,Confirmed Eruption,2500 BCE,--,Russia,Kamchatka and Mainland Asia,Stratovolcano,53.256°N,158.836°E,2717
Taupo,Confirmed Eruption,2500 BCE,3,New Zealand,New Zealand to Fiji,Caldera,38.82°S,176°E,760
Campi Flegrei,Confirmed Eruption,2500 BCE,4,Italy,Mediterranean and Western Asia,Caldera,40.827°N,14.139°E,458
Chimborazo,Confirmed Eruption,2500 BCE,--,Ecuador,South America,Stratovolcano,1.469°S,78.817°W,6261
Terceira,Confirmed Eruption,2530 BCE,--,Portugal,Atlantic Ocean,Stratovolcano(es),38.73°N,27.32°W,1023
Avachinsky,Confirmed Eruption,2530 BCE,4,Russia,Kamchatka and Mainland Asia,Stratovolcano,53.256°N,158.836°E,2717
Sheveluch,Confirmed Eruption,2530 BCE,3,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.653°N,161.36°E,3283
Mauna Kea,Confirmed Eruption,2540 BCE,--,United States,Hawaii and Pacific Ocean,Shield,19.82°N,155.47°W,4205
Katla,Confirmed Eruption,2540 BCE,--,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490
Oddnyjarhnjukur-Langjokull,Confirmed Eruption,2550 BCE,0,Iceland,Iceland and Arctic Ocean,Subglacial,64.85°N,19.7°W,1100
Dona Juana,Confirmed Eruption,2550 BCE,4,Colombia,South America,Stratovolcano,1.5°N,76.936°W,4137
Cuicocha,Confirmed Eruption,2550 BCE,--,Ecuador,South America,Caldera,0.308°N,78.364°W,3246
Apoyeque,Confirmed Eruption,2550 BCE,5,Nicaragua,México and Central America,Pyroclastic shield,12.242°N,86.342°W,518
Momotombo,Confirmed Eruption,2550 BCE,--,Nicaragua,México and Central America,Stratovolcano,12.423°N,86.539°W,1270
Shasta,Confirmed Eruption,2550 BCE,--,United States,Canada and Western USA,Stratovolcano,41.409°N,122.193°W,4317
Rainier,Confirmed Eruption,2550 BCE,3,United States,Canada and Western USA,Stratovolcano,46.853°N,121.76°W,4392
Aniakchak,Confirmed Eruption,2550 BCE,--,United States,Alaska,Caldera,56.88°N,158.17°W,1341
Amak,Confirmed Eruption,2550 BCE,--,United States,Alaska,Stratovolcano,55.424°N,163.149°W,488
Hachijojima,Confirmed Eruption,2550 BCE,3,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),33.137°N,139.766°E,854
Izu-Oshima,Confirmed Eruption,2550 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,34.724°N,139.394°E,746
Fujisan,Confirmed Eruption,2550 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,35.361°N,138.728°E,3776
Yakedake,Confirmed Eruption,2550 BCE,0,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),36.227°N,137.587°E,2455
Hakusan,Confirmed Eruption,2550 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,36.155°N,136.771°E,2702
Asamayama,Confirmed Eruption,2550 BCE,4,Japan,"Japan, Taiwan, Marianas",Complex,36.406°N,138.523°E,2568
Asosan,Confirmed Eruption,2550 BCE,1,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592
Craters of the Moon,Confirmed Eruption,2560 BCE,0,United States,Canada and Western USA,Pyroclastic cone(s),43.42°N,113.5°W,2005
Haleakala,Confirmed Eruption,2580 BCE,--,United States,Hawaii and Pacific Ocean,Shield,20.708°N,156.25°W,3055
Campi Flegrei,Confirmed Eruption,2580 BCE,--,Italy,Mediterranean and Western Asia,Caldera,40.827°N,14.139°E,458
Galeras,Confirmed Eruption,2580 BCE,2,Colombia,South America,Complex,1.22°N,77.37°W,4276
Taupo,Confirmed Eruption,2600 BCE,4,New Zealand,New Zealand to Fiji,Caldera,38.82°S,176°E,760
Zaozan [Zaosan],Confirmed Eruption,2600 BCE,--,Japan,"Japan, Taiwan, Marianas",Complex,38.144°N,140.44°E,1841
Adatarayama,Confirmed Eruption,2600 BCE,3,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),37.647°N,140.281°E,1728
Aguilera,Confirmed Eruption,2610 BCE,--,Chile,South America,Stratovolcano,50.33°S,73.75°W,2546
Sheveluch,Confirmed Eruption,2620 BCE,5,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.653°N,161.36°E,3283
Unzendake,Confirmed Eruption,2640 BCE,--,Japan,"Japan, Taiwan, Marianas",Complex,32.761°N,130.299°E,1483
Cotopaxi,Confirmed Eruption,2640 BCE,5,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911
Machin,Confirmed Eruption,2650 BCE,--,Colombia,South America,Stratovolcano,4.487°N,75.389°W,2749
Tenerife,Confirmed Eruption,2650 BCE,--,Spain,Atlantic Ocean,Stratovolcano,28.271°N,16.641°W,3715
Kirishimayama,Confirmed Eruption,2650 BCE,4,Japan,"Japan, Taiwan, Marianas",Shield,31.934°N,130.862°E,1700
Vulcano,Confirmed Eruption,2650 BCE,3,Italy,Mediterranean and Western Asia,Stratovolcano(es),38.404°N,14.962°E,500
Koniuji,Confirmed Eruption,2650 BCE,--,United States,Alaska,Stratovolcano,52.22°N,175.13°W,273
Adams,Confirmed Eruption,2650 BCE,2,United States,Canada and Western USA,Stratovolcano,46.206°N,121.49°W,3742
Avachinsky,Confirmed Eruption,2650 BCE,--,Russia,Kamchatka and Mainland Asia,Stratovolcano,53.256°N,158.836°E,2717
Tolmachev Dol,Confirmed Eruption,2650 BCE,4,Russia,Kamchatka and Mainland Asia,Pyroclastic cone(s),52.63°N,157.58°E,1021
Tokachidake,Confirmed Eruption,2650 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),43.418°N,142.686°E,2077
Pelee,Confirmed Eruption,2660 BCE,4,France,West Indies,Stratovolcano,14.809°N,61.165°W,1394
Brennisteinsfjoll,Confirmed Eruption,2660 BCE,0,Iceland,Iceland and Arctic Ocean,Crater rows,63.933°N,21.783°W,610
Udokan Plateau,Confirmed Eruption,2670 BCE,--,Russia,Kamchatka and Mainland Asia,Pyroclastic cone(s),56.28°N,117.77°E,2180
Harrat Ash Shaam,Confirmed Eruption,2670 BCE,--,Syria-Jordan-Saudi Arabia,Middle East and Indian Ocean,Volcanic field,32.333°N,37.583°E,1100
Katla,Confirmed Eruption,2680 BCE,--,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490
Ata,Confirmed Eruption,2690 BCE,5,Japan,"Japan, Taiwan, Marianas",Caldera(s),31.22°N,130.57°E,924
"Fournaise, Piton de la",Confirmed Eruption,2700 BCE,5,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632
Ischia,Confirmed Eruption,2700 BCE,--,Italy,Mediterranean and Western Asia,Complex,40.73°N,13.897°E,789
Taranaki,Confirmed Eruption,2700 BCE,--,New Zealand,New Zealand to Fiji,Stratovolcano,39.3°S,174.07°E,2518
Khangar,Confirmed Eruption,2700 BCE,--,Russia,Kamchatka and Mainland Asia,Stratovolcano,54.761°N,157.407°E,1967
Iwatesan,Confirmed Eruption,2700 BCE,--,Japan,"Japan, Taiwan, Marianas",Complex,39.853°N,141.001°E,2038
Hachijojima,Confirmed Eruption,2700 BCE,3,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),33.137°N,139.766°E,854
Acatenango,Confirmed Eruption,2710 BCE,--,Guatemala,México and Central America,Stratovolcano(es),14.501°N,90.876°W,3976
Unzendake,Confirmed Eruption,2720 BCE,--,Japan,"Japan, Taiwan, Marianas",Complex,32.761°N,130.299°E,1483
Fort Portal,Confirmed Eruption,2750 BCE,--,Uganda,Africa and Red Sea,Tuff cone(s),0.7°N,30.25°E,1615
Michoacan-Guanajuato,Confirmed Eruption,2750 BCE,3,Mexico,México and Central America,Pyroclastic cone(s),19.85°N,101.75°W,3860
Mauna Kea,Confirmed Eruption,2750 BCE,--,United States,Hawaii and Pacific Ocean,Shield,19.82°N,155.47°W,4205
Rainier,Confirmed Eruption,2750 BCE,2,United States,Canada and Western USA,Stratovolcano,46.853°N,121.76°W,4392
Mauna Loa,Confirmed Eruption,2750 BCE,0,United States,Hawaii and Pacific Ocean,Shield,19.475°N,155.608°W,4170
Bezymianny,Confirmed Eruption,2750 BCE,--,Russia,Kamchatka and Mainland Asia,Stratovolcano,55.972°N,160.595°E,2882
Sheveluch,Confirmed Eruption,2750 BCE,3,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.653°N,161.36°E,3283
Azumayama,Confirmed Eruption,2750 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),37.735°N,140.244°E,1949
Myokosan,Confirmed Eruption,2750 BCE,4,Japan,"Japan, Taiwan, Marianas",Stratovolcano,36.891°N,138.114°E,2454
Gorely,Confirmed Eruption,2750 BCE,2,Russia,Kamchatka and Mainland Asia,Caldera,52.559°N,158.03°E,1799
Hekla,Confirmed Eruption,2750 BCE,--,Iceland,Iceland and Arctic Ocean,Stratovolcano,63.983°N,19.666°W,1490
Deception Island,Confirmed Eruption,2750 BCE,--,Antarctica,Antarctica,Caldera,63.001°S,60.652°W,602
Hualalai,Confirmed Eruption,2770 BCE,0,United States,Hawaii and Pacific Ocean,Shield,19.692°N,155.87°W,2523
"Orizaba, Pico de",Confirmed Eruption,2780 BCE,3,Mexico,México and Central America,Stratovolcano,19.03°N,97.27°W,5564
Kikhpinych,Confirmed Eruption,2780 BCE,4,Russia,Kamchatka and Mainland Asia,Stratovolcano(es),54.489°N,160.251°E,1515
Davis Lake,Confirmed Eruption,2790 BCE,--,United States,Canada and Western USA,Volcanic field,43.57°N,121.82°W,2163
Colima,Confirmed Eruption,2800 BCE,--,Mexico,México and Central America,Stratovolcano(es),19.514°N,103.62°W,3850
Taisetsuzan,Confirmed Eruption,2800 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),43.664°N,142.854°E,2291
Mashu,Confirmed Eruption,2800 BCE,3,Japan,"Japan, Taiwan, Marianas",Caldera,43.572°N,144.561°E,857
Fujisan,Confirmed Eruption,2800 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,35.361°N,138.728°E,3776
"Fournaise, Piton de la",Confirmed Eruption,2800 BCE,--,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632
Taupo,Confirmed Eruption,2800 BCE,3,New Zealand,New Zealand to Fiji,Caldera,38.82°S,176°E,760
Arenal,Confirmed Eruption,2800 BCE,4,Costa Rica,México and Central America,Stratovolcano,10.463°N,84.703°W,1670
Halla,Confirmed Eruption,2830 BCE,--,South Korea,Kamchatka and Mainland Asia,Shield,33.361°N,126.53°E,1919
Redoubt,Confirmed Eruption,2830 BCE,--,United States,Alaska,Stratovolcano,60.485°N,152.742°W,3108
Ichinsky,Confirmed Eruption,2850 BCE,--,Russia,Kamchatka and Mainland Asia,Stratovolcano,55.678°N,157.718°E,3596
Crater Lake,Confirmed Eruption,2850 BCE,--,United States,Canada and Western USA,Caldera,42.93°N,122.12°W,2487
Kilauea,Confirmed Eruption,2850 BCE,0,United States,Hawaii and Pacific Ocean,Shield,19.421°N,155.287°W,1222
Hakkodasan,Confirmed Eruption,2850 BCE,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),40.659°N,140.877°E,1585
Kikhpinych,Confirmed Eruption,2850 BCE,3,Russia,Kamchatka and Mainland Asia,Stratovolcano(es),54.489°N,160.251°E,1515
Iliinsky,Confirmed Eruption,2850 BCE,5,Russia,Kamchatka and Mainland Asia,Stratovolcano,51.498°N,157.203°E,1555
Taupo,Confirmed Eruption,2850 BCE,3,New Zealand,New Zealand to Fiji,Caldera,38.82°S,176°E,760
Taranaki,Confirmed Eruption,2850 BCE,--,New Zealand,New Zealand to Fiji,Stratovolcano,39.3°S,174.07°E,2518
Asosan,Confirmed Eruption,2850 BCE,0,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592
Tenerife,Confirmed Eruption,2850 BCE,--,Spain,Atlantic Ocean,Stratovolcano,28.271°N,16.641°W,3715
Katla,Confirmed Eruption,2850 BCE,--,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490
Redoubt,Confirmed Eruption,2860 BCE,--,United States,Alaska,Stratovolcano,60.485°N,152.742°W,3108
Campi Flegrei,Confirmed Eruption,2890 BCE,--,Italy,Mediterranean and Western Asia,Caldera,40.827°N,14.139°E,458
Taupo,Confirmed Eruption,2900 BCE,4,New Zealand,New Zealand to Fiji,Caldera,38.82°S,176°E,760
Newer Volcanics Province,Confirmed Eruption,2900 BCE,--,Australia,Melanesia and Australia,Shield(s),37.77°S,142.5°E,1011
Aira,Confirmed Eruption,2900 BCE,4,Japan,"Japan, Taiwan, Marianas",Caldera,31.593°N,130.657°E,1117
Sheveluch,Confirmed Eruption,2900 BCE,3,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.653°N,161.36°E,3283
Mutnovsky,Confirmed Eruption,2900 BCE,2,Russia,Kamchatka and Mainland Asia,Complex,52.449°N,158.196°E,2288
Avachinsky,Confirmed Eruption,2900 BCE,--,Russia,Kamchatka and Mainland Asia,Stratovolcano,53.256°N,158.836°E,2717
Miyakejima,Confirmed Eruption,2900 BCE,4,Japan,"Japan, Taiwan, Marianas",Stratovolcano,34.094°N,139.526°E,775
Myokosan,Confirmed Eruption,2900 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,36.891°N,138.114°E,2454
Merapi,Confirmed Eruption,2910 BCE,--,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910
Redoubt,Confirmed Eruption,2920 BCE,--,United States,Alaska,Stratovolcano,60.485°N,152.742°W,3108
Katla,Confirmed Eruption,2920 BCE,3,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490
Hekla,Confirmed Eruption,2950 BCE,--,Iceland,Iceland and Arctic Ocean,Stratovolcano,63.983°N,19.666°W,1490
Erebus,Confirmed Eruption,2950 BCE,0,Antarctica,Antarctica,Stratovolcano,77.53°S,167.17°E,3794
Taapaca,Confirmed Eruption,2950 BCE,--,Chile,South America,Complex,18.1°S,69.5°W,5860
Adams,Confirmed Eruption,2950 BCE,1,United States,Canada and Western USA,Stratovolcano,46.206°N,121.49°W,3742
Iwatesan,Confirmed Eruption,2950 BCE,--,Japan,"Japan, Taiwan, Marianas",Complex,39.853°N,141.001°E,2038
Avachinsky,Confirmed Eruption,2950 BCE,--,Russia,Kamchatka and Mainland Asia,Stratovolcano,53.256°N,158.836°E,2717
Krasheninnikov,Confirmed Eruption,2950 BCE,--,Russia,Kamchatka and Mainland Asia,Caldera,54.596°N,160.27°E,1816
Meidob Volcanic Field,Confirmed Eruption,2950 BCE,0,Sudan,Africa and Red Sea,Pyroclastic cone(s),15.32°N,26.47°E,2000
Unknown Source,Confirmed Eruption,2958 BCE,--,,,,,,
Snaefellsjokull,Confirmed Eruption,2970 BCE,0,Iceland,Iceland and Arctic Ocean,Stratovolcano,64.8°N,23.783°W,1446
Taryatu-Chulutu,Confirmed Eruption,2980 BCE,--,Mongolia,Kamchatka and Mainland Asia,Volcanic field,48.133°N,99.95°E,2326
Ulreung,Confirmed Eruption,2990 BCE,--,South Korea,Kamchatka and Mainland Asia,Stratovolcano,37.5°N,130.87°E,984
Villarrica,Confirmed Eruption,2990 BCE,0,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847
Agua de Pau,Confirmed Eruption,2990 BCE,5,Portugal,Atlantic Ocean,Stratovolcano,37.77°N,25.47°W,947
Ksudach,Confirmed Eruption,3000 BCE,4,Russia,Kamchatka and Mainland Asia,Stratovolcano,51.844°N,157.572°E,1079
Azumayama,Confirmed Eruption,3000 BCE,1,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),37.735°N,140.244°E,1949
Meidob Volcanic Field,Confirmed Eruption,3000 BCE,4,Sudan,Africa and Red Sea,Pyroclastic cone(s),15.32°N,26.47°E,2000
Tskhouk-Karckar,Confirmed Eruption,3000 BCE,--,Armenia-Azerbaijan,Mediterranean and Western Asia,Pyroclastic cone(s),39.742°N,45.992°E,3139
Newer Volcanics Province,Confirmed Eruption,3000 BCE,--,Australia,Melanesia and Australia,Shield(s),37.77°S,142.5°E,1011
North Gorda Ridge Segment,Confirmed Eruption,3020 BCE,0,Undersea Features,Hawaii and Pacific Ocean,Submarine,42.67°N,126.78°W,-3000
Pelee,Confirmed Eruption,3020 BCE,--,France,West Indies,Stratovolcano,14.809°N,61.165°W,1394
Colima,Confirmed Eruption,3030 BCE,--,Mexico,México and Central America,Stratovolcano(es),19.514°N,103.62°W,3850
Redoubt,Confirmed Eruption,3030 BCE,--,United States,Alaska,Stratovolcano,60.485°N,152.742°W,3108
Sheveluch,Confirmed Eruption,3050 BCE,3,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.653°N,161.36°E,3283
Northern EPR at 9.8°N,Confirmed Eruption,3050 BCE,0,Undersea Features,Hawaii and Pacific Ocean,Submarine,9.83°N,104.3°W,-2500
Zitacuaro-Valle de Bravo,Confirmed Eruption,3050 BCE,0,Mexico,México and Central America,Caldera,19.4°N,100.25°W,3500
Shasta,Confirmed Eruption,3050 BCE,0,United States,Canada and Western USA,Stratovolcano,41.409°N,122.193°W,4317
Iwatesan,Confirmed Eruption,3050 BCE,--,Japan,"Japan, Taiwan, Marianas",Complex,39.853°N,141.001°E,2038
Akita-Yakeyama,Confirmed Eruption,3050 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,39.964°N,140.757°E,1366
Omanago Group,Confirmed Eruption,3050 BCE,--,Japan,"Japan, Taiwan, Marianas",Lava dome(s),36.795°N,139.507°E,2341
Fujisan,Confirmed Eruption,3050 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,35.361°N,138.728°E,3776
Zheltovsky,Confirmed Eruption,3050 BCE,5,Russia,Kamchatka and Mainland Asia,Stratovolcano,51.577°N,157.328°E,1926
Diky Greben,Confirmed Eruption,3050 BCE,--,Russia,Kamchatka and Mainland Asia,Lava dome(s),51.452°N,156.978°E,1040
Nemo Peak,Confirmed Eruption,3050 BCE,--,Russia,Kuril Islands,Caldera,49.57°N,154.808°E,1018
Zhupanovsky,Confirmed Eruption,3050 BCE,--,Russia,Kamchatka and Mainland Asia,Compound,53.589°N,159.15°E,2899
